Feature,CRPS_0,CRPS_1,CRPS_2,CRPS_mean,CRPS_std
id,1.0827997426023688,1.0852855984827052,1.0817235607511877,1.0832696339454204,0.001826917241118191
orography,0.7857853934045641,0.7855829504979639,0.7853199075423307,0.7855627504816196,0.0002333994483284446
altitude,0.8238648227669919,0.8244886377773736,0.8253389421842633,0.8245641342428763,0.0007399539183771355
latitude,0.794166549428764,0.7945515810372615,0.7944199627080476,0.7943793643913577,0.00019570003161495839
longitude,0.7898359002436315,0.7903059134202691,0.7898178658270825,0.7899865598303277,0.0002767152807515813
cape,0.7816846147938962,0.782458412499629,0.7823089787767676,0.7821506686900976,0.0004104720270681696
sd,0.7969287434856843,0.7983893317987376,0.7980248097017373,0.7977809616620531,0.0007602144137678121
stl1,1.1209309724950574,1.0984683125788575,1.124218391004299,1.1145392253594046,0.0140145445275147
swvl1,0.8162175741375538,0.8148563288478089,0.8195341469242966,0.8168693499698865,0.002406055753902734
t2m,1.5713650668347752,1.6484917510203918,1.5920257894087484,1.6039608690879719,0.039924503109982724
tcc,0.7966061800730592,0.795975066104598,0.795027142811409,0.7958694629963553,0.0007947978867440603
tcw,0.8024824623504015,0.7993542766777963,0.8041758418482201,0.8020041936254726,0.0024461047408266667
tcwv,0.8410173564114509,0.8413683996120725,0.8383280153189767,0.8402379237808333,0.0016633161400285514
u10,0.7841624705978069,0.78691421976503,0.7873080682292485,0.7861282528640284,0.0017137689727134277
u100,0.7955259583399185,0.7958673275111564,0.7970009728313212,0.7961314195607988,0.0007721563283916179
v10,0.7840516459910073,0.7815879654109831,0.7838716968921486,0.7831704360980464,0.0013734101813026806
v100,0.7898695626383706,0.7875289392239673,0.7891675617279779,0.7888553545301052,0.0012011388316160128
vis,0.7901454781749917,0.7901121605657044,0.7910135871469405,0.7904237419625456,0.0005110924788505308
cp6,0.7848627900511091,0.7852212781049955,0.7853152703613143,0.7851331128391398,0.00023877697409595194
mn2t6,1.4099386215422696,1.4694699317509774,1.424826225645011,1.4347449263127527,0.03098031134436102
mx2t6,1.3547555114767287,1.3966111061311504,1.350381622649302,1.3672494134190603,0.025521843096807738
p10fg6,0.8319904563012078,0.8379896506261393,0.8339159367072205,0.8346320145448559,0.00306303097262121
slhf6,0.7950478237679396,0.7943997513246669,0.7935301551283089,0.7943259100736384,0.000761524078867288
sshf6,0.8288059062086794,0.8294727345093478,0.831744447422158,0.8300076960467284,0.0015405823576445181
ssr6,0.7818414548228545,0.7819314348003967,0.7812269245595568,0.7816666047276026,0.000383422856281771
ssrd6,0.7847294460823414,0.7836838068562092,0.7856230998778423,0.7846787842721309,0.0009706386146239248
str6,0.8024906460273739,0.8064829664858072,0.7965231302997453,0.8018322476043087,0.005012454546020131
strd6,0.9690210191837947,0.976009677936008,0.9968317361816743,0.9806208111004923,0.014467408433423489
tp6,0.794729510070551,0.7938672960051475,0.7943944428048952,0.7943304162935313,0.0004346582787236524
z,0.7927801761728295,0.7904792856178242,0.7944846715386459,0.7925813777764331,0.0020100795246672243
q,0.7893779513603331,0.7866983293851774,0.78792988216415,0.7880020543032202,0.001341268092395327
u,0.7956732854607855,0.7991504605354026,0.7976391393687494,0.7974876284549793,0.001743531844454872
v,0.7845746657622042,0.7861686815142728,0.790367151439214,0.7870368329052303,0.0029922379096266583
t,0.8689243040640623,0.8607011254205668,0.8620981975972701,0.8639078756939664,0.004400155435999609
cos,0.8020984813763049,0.8033669651311154,0.7979380101285461,0.8011344855453221,0.0028399567032957544
